driver_id,driver_name,vehicle_type,license_plate,join_date,city,status
DRV-00280,Syahrini Sitompul,GoRide,L 8770 IQS,2024-09-04,Surabaya,Active
DRV-00281,"Silvia Novitasari, S.Pt",GoCar,B 2582 PQB,2025-10-28,Jakarta,Active
DRV-00282,Anita Tarihoran,GoRide,BK 1982 TLN,2024-06-17,Medan,Active
DRV-00283,"drg. Dadi Prasetyo, S.E.I",GoRide,L 3002 JES,2023-10-02,Surabaya,Active
DRV-00284,"R. Jono Namaga, M.TI.",GoCar,D 7929 CQV,2025-11-21,Bandung,Inactive
DRV-00285,"Drs. Cahyadi Riyanti, S.Sos",GoCar,AB 6119 JKL,2026-01-10,Yogyakarta,Inactive
DRV-00286,"Vera Oktaviani, S.E.",GoRide,B 8900 UCC,2025-11-01,Jakarta,Active
DRV-00287,Shania Prakasa,GoRide,B 7022 CNS,2024-01-18,Jakarta,Active
DRV-00288,"Violet Hassanah, S.H.",GoRide,B 8030 IPT,2025-07-01,Jakarta,Active
DRV-00289,"drg. Unggul Nababan, S.I.Kom",GoCar,AB 1430 RKC,2025-09-27,Yogyakarta,Active
DRV-00290,"T. Prayogo Wibowo, M.TI.",GoCar,L 1474 HAK,2024-04-06,Surabaya,Active
DRV-00291,Rama Suartini,GoCar,B 6567 IQD,2025-10-09,Jakarta,Active
DRV-00292,Kasiyah Puspasari,GoRide,B 7566 GTH,2025-01-10,Jakarta,Active
DRV-00293,Edi Hutasoit,GoCar,B 2503 WKR,2025-12-02,Jakarta,Inactive
DRV-00294,R.M. Radika Fujiati,GoRide,BK 6585 FOC,2024-03-17,Medan,Active
DRV-00295,Aisyah Agustina,GoRide,B 2391 DZG,2026-01-23,Jakarta,Active
DRV-00296,Harsana Hutapea,GoRide,H 1815 XOB,2023-11-21,Semarang,Active
DRV-00297,Salman Yulianti,GoRide,L 8957 VYJ,2023-08-28,Surabaya,Active
DRV-00298,Edison Halimah,GoRide,L 9394 SIW,2022-11-19,Surabaya,Active
DRV-00299,Melinda Susanti,GoRide,B 8972 AFB,2025-04-20,Jakarta,Active
DRV-00300,Rafid Maryadi,GoRide,D 1897 JUM,2023-05-22,Bandung,Active
DRV-00301,Carla Suwarno,GoRide,B 3248 PTH,2024-07-17,Jakarta,Active
DRV-00302,Hari Uyainah,GoRide,BK 9149 YND,2022-07-03,Medan,Active
DRV-00303,Raihan Mandasari,GoRide,BK 4770 MIB,2022-07-26,Medan,Active
DRV-00304,Drs. Dimas Megantara,GoCar,D 2180 SBA,2024-12-26,Bandung,Active
DRV-00305,Halima Pertiwi,GoCar,B 8532 ALQ,2024-11-30,Jakarta,Active
DRV-00306,Karna Tarihoran,GoCar,H 7626 EHI,2025-02-21,Semarang,Active
DRV-00307,"Dr. Kadir Damanik, S.Sos",GoRide,BK 1341 ECO,2024-06-16,Medan,Active
DRV-00308,Hafshah Budiyanto,GoRide,DK 8538 WYE,2023-12-11,Bali,Inactive
DRV-00309,Oskar Wahyuni,GoCar,AB 2734 OGX,2023-10-07,Yogyakarta,Active
DRV-00310,"Usyi Sitorus, S.E.I",GoRide,B 7484 CWI,2024-10-09,Jakarta,Active
DRV-00311,"Hj. Ellis Hariyah, M.Kom.",GoCar,AB 3754 OLZ,2023-09-27,Yogyakarta,Active
DRV-00312,Nasrullah Haryanti,GoCar,B 4176 CSM,2022-11-15,Jakarta,Active
DRV-00313,"Sutan Timbul Gunarto, S.Psi",GoRide,H 3419 TGZ,2022-06-27,Semarang,Active
DRV-00314,drg. Dono Firgantoro,GoRide,B 3504 WPM,2025-10-07,Jakarta,Active
DRV-00315,Zelda Hardiansyah,GoCar,BK 9095 PVR,2023-07-08,Medan,Active
DRV-00316,"Tgk. Ibrani Wacana, M.M.",GoRide,D 6295 YVL,2022-10-30,Bandung,Active
DRV-00317,"Najwa Uwais, M.TI.",GoCar,AB 2118 RZF,2024-05-29,Yogyakarta,Active
DRV-00318,Cindy Astuti,GoCar,D 1920 MLI,2025-05-23,Bandung,Active
DRV-00319,Ciaobella Hutapea,GoRide,B 1616 UQS,2023-07-20,Jakarta,Active
DRV-00320,Rahmi Aryani,GoCar,B 2479 KSC,2023-08-09,Jakarta,Active
DRV-00321,Azalea Thamrin,GoRide,L 1672 NBR,2023-10-18,Surabaya,Active
DRV-00322,"Dt. Bahuraksa Winarsih, S.Sos",GoCar,D 6267 XGZ,2025-01-07,Bandung,Active
DRV-00323,"Capa Dabukke, S.E.I",GoRide,L 8381 MRY,2025-06-27,Surabaya,Inactive
DRV-00324,Budi Hidayat,GoCar,B 2381 PXP,2024-02-29,Jakarta,Active
DRV-00325,Kiandra Purnawati,GoRide,D 8172 CMJ,2023-11-10,Bandung,Active
DRV-00326,Kartika Wahyudin,GoRide,DK 6962 CWE,2025-03-09,Bali,Active
DRV-00327,Karta Utama,GoRide,B 6543 ZUP,2024-09-27,Jakarta,Active
DRV-00328,Yosef Latupono,GoRide,L 6482 BVL,2023-06-26,Surabaya,Active
DRV-00329,dr. Vino Purwanti,GoRide,B 5655 HQX,2024-06-03,Jakarta,Active
DRV-00330,"Melinda Prabowo, M.Ak",GoCar,B 3463 SSF,2023-05-29,Jakarta,Inactive
DRV-00331,Cahya Hidayanto,GoRide,B 6731 CLT,2023-02-24,Jakarta,Active
DRV-00332,Rusman Zulaika,GoCar,B 3112 UQW,2024-03-11,Jakarta,Active
DRV-00333,Kunthara Namaga,GoCar,L 7171 STK,2025-04-26,Surabaya,Active
DRV-00334,"Tira Uyainah, S.E.",GoRide,L 9624 YXG,2025-04-29,Surabaya,Active
DRV-00335,Daliono Mandala,GoCar,B 1298 PYF,2023-04-03,Jakarta,Active
DRV-00336,Puspa Pertiwi,GoRide,B 8967 XDZ,2022-05-30,Jakarta,Active
DRV-00337,Luwar Irawan,GoCar,B 5846 ETZ,2024-08-23,Jakarta,Active
DRV-00338,"Natalia Novitasari, S.Farm",GoRide,AB 9626 XAK,2025-05-07,Yogyakarta,Active
DRV-00339,Galiono Yuniar,GoRide,B 3147 ECD,2022-08-12,Jakarta,Active
DRV-00340,Tgk. Cagak Puspasari,GoRide,L 3712 OLL,2025-03-11,Surabaya,Active
DRV-00341,Ian Mardhiyah,GoRide,BK 4891 DHH,2025-07-25,Medan,Active
DRV-00342,Eli Marpaung,GoCar,DK 8355 UTO,2022-12-13,Bali,Active
DRV-00343,T. Slamet Hutapea,GoRide,B 8684 QMO,2023-10-09,Jakarta,Inactive
DRV-00344,Dian Utami,GoRide,H 8218 TNI,2024-08-22,Semarang,Active
DRV-00345,Ir. Cawisadi Rahayu,GoRide,D 9641 LJK,2022-09-12,Bandung,Active
DRV-00346,Ir. Jessica Pratiwi,GoRide,D 3267 CBF,2025-02-06,Bandung,Active
DRV-00347,"Prasetya Permata, S.T.",GoRide,AB 7081 PNX,2022-06-29,Yogyakarta,Active
DRV-00348,Raina Uyainah,GoRide,L 3042 BFO,2024-09-24,Surabaya,Active
DRV-00349,Syahrini Sihombing,GoCar,B 9410 EPZ,2024-08-14,Jakarta,Active
DRV-00350,"Halim Salahudin, M.M.",GoRide,B 4637 ESD,2025-09-25,Jakarta,Inactive
DRV-00351,Lidya Laksmiwati,GoCar,AB 7797 DNV,2022-12-21,Yogyakarta,Inactive
DRV-00352,Galar Simanjuntak,GoRide,B 2337 UWZ,2024-11-17,Jakarta,Active
DRV-00353,"Tgk. Kamidin Purwanti, S.IP",GoRide,B 6493 UPD,2022-11-09,Jakarta,Inactive
DRV-00354,Mila Prayoga,GoRide,BK 8740 JGD,2022-10-27,Medan,Active
DRV-00355,Zelaya Susanti,GoRide,L 8349 APK,2023-07-14,Surabaya,Active
DRV-00356,Ratih Sihotang,GoCar,L 4533 MWK,2025-10-04,Surabaya,Active
DRV-00357,drg. Jamil Samosir,GoRide,AB 9647 FBF,2024-06-02,Yogyakarta,Active
DRV-00358,drg. Dimas Pratama,GoCar,D 2996 LWD,2023-12-21,Bandung,Active
DRV-00359,Nilam Riyanti,GoRide,B 8489 PRE,2022-07-07,Jakarta,Active
DRV-00360,Dt. Slamet Kurniawan,GoCar,B 9782 BIQ,2023-07-07,Jakarta,Active
DRV-00361,Vanesa Waskita,GoRide,B 3352 XCZ,2025-05-24,Jakarta,Active
DRV-00362,Drs. Febi Tarihoran,GoRide,B 7825 JSE,2022-07-08,Jakarta,Active
DRV-00363,drg. Prakosa Pudjiastuti,GoCar,B 6908 RNR,2023-12-11,Jakarta,Active
DRV-00364,Cagak Kuswoyo,GoRide,B 9316 ZXY,2024-11-24,Jakarta,Active
DRV-00365,Tgk. Perkasa Megantara,GoRide,L 7338 MMG,2023-09-28,Surabaya,Active
DRV-00366,Dt. Arsipatra Firgantoro,GoRide,DK 2106 ITV,2024-01-03,Bali,Active
DRV-00367,Padma Hasanah,GoCar,B 6447 JMG,2025-09-19,Jakarta,Active
DRV-00368,Rahmi Simanjuntak,GoRide,B 3868 KZN,2022-11-23,Jakarta,Active
DRV-00369,"Tgk. Rika Sirait, M.TI.",GoCar,AB 8840 GIF,2025-06-11,Yogyakarta,Inactive
DRV-00370,Tgk. Nabila Budiyanto,GoCar,L 8498 XVR,2025-04-24,Surabaya,Active
DRV-00371,Restu Samosir,GoRide,B 1686 YUS,2022-10-07,Jakarta,Active
DRV-00372,Lembah Kusmawati,GoRide,B 9897 QPY,2024-12-22,Jakarta,Active
DRV-00373,Ir. Ghaliyati Habibi,GoRide,D 5687 LEK,2025-08-07,Bandung,Active
DRV-00374,"Najam Safitri, S.Sos",GoCar,B 6438 JRP,2024-07-12,Jakarta,Inactive
DRV-00375,Puti Fitriani Budiyanto,GoCar,B 7553 CUA,2022-06-08,Jakarta,Active
DRV-00376,Shakila Putra,GoCar,BK 4060 AGX,2022-12-11,Medan,Active
DRV-00377,Zizi Halim,GoRide,D 9507 TIH,2024-11-24,Bandung,Inactive
DRV-00378,Tgk. Mujur Kuswandari,GoRide,B 8055 HYU,2023-03-08,Jakarta,Active
DRV-00379,Patricia Siregar,GoCar,L 6262 IWR,2023-01-14,Surabaya,Active
DRV-00380,"Hj. Syahrini Saptono, M.Ak",GoRide,B 8305 EMP,2025-08-01,Jakarta,Active
DRV-00381,T. Darmanto Salahudin,GoRide,L 6759 XST,2023-06-27,Surabaya,Active
DRV-00382,"Tiara Lestari, S.Psi",GoCar,D 8126 EWJ,2023-03-07,Bandung,Inactive
DRV-00383,"H. Endra Suwarno, S.IP",GoCar,B 2229 KRI,2026-04-09,Jakarta,Inactive
DRV-00384,Yuliana Situmorang,GoRide,L 3621 XZJ,2023-11-30,Surabaya,Active
DRV-00385,Edward Hutapea,GoRide,DD 8179 WCP,2023-07-15,Makassar,Active
DRV-00386,"Natalia Prabowo, S.Kom",GoRide,B 7001 IRJ,2023-05-23,Jakarta,Active
DRV-00387,Dina Kurniawan,GoCar,B 3513 NVL,2025-04-05,Jakarta,Active
DRV-00388,Asirwanda Winarsih,GoCar,L 2259 HOO,2023-04-26,Surabaya,Active
DRV-00389,Baktianto Zulkarnain,GoRide,L 5566 VTE,2023-04-16,Surabaya,Active
DRV-00390,"Prasetya Mandala, S.Ked",GoRide,B 9176 JKA,2022-09-23,Jakarta,Active
DRV-00391,Natalia Yulianti,GoCar,D 5264 MWS,2025-01-28,Bandung,Active
DRV-00392,Septi Halim,GoRide,BK 9047 XFP,2023-08-31,Medan,Active
DRV-00393,Kasusra Firgantoro,GoRide,B 3828 LAL,2024-09-27,Jakarta,Active
DRV-00394,Raihan Widodo,GoRide,H 6236 YFL,2026-04-09,Semarang,Active
DRV-00395,"Icha Firgantoro, S.Ked",GoCar,L 5757 TKM,2026-04-13,Surabaya,Active
DRV-00396,Intan Hasanah,GoCar,H 3852 PIH,2022-10-03,Semarang,Active
DRV-00397,Soleh Mayasari,GoRide,BK 4292 DRM,2024-05-26,Medan,Active
DRV-00398,Gamblang Marpaung,GoRide,BK 6912 UDP,2025-09-27,Medan,Active
DRV-00399,"Fitria Budiman, S.Psi",GoRide,L 3126 YSK,2023-05-24,Surabaya,Active
DRV-00400,"Sutan Cayadi Suryatmi, S.Sos",GoRide,L 8842 BGU,2025-03-02,Surabaya,Active
DRV-00401,Salsabila Kuswoyo,GoCar,D 2208 LIE,2022-09-01,Bandung,Active
DRV-00402,Adiarja Rajata,GoRide,B 8632 YPC,2023-09-04,Jakarta,Active
DRV-00403,Julia Sihombing,GoRide,L 3981 LUK,2025-07-03,Surabaya,Inactive
DRV-00404,Safina Tarihoran,GoRide,BK 1907 SPD,2022-05-07,Medan,Active
DRV-00405,Jaka Samosir,GoRide,AB 3653 KZR,2025-02-20,Yogyakarta,Active
DRV-00406,"Vera Saragih, S.IP",GoCar,B 9501 OSX,2024-06-08,Jakarta,Active
DRV-00407,Darmaji Mansur,GoCar,H 5496 EJD,2024-11-29,Semarang,Active
DRV-00408,dr. Lidya Pudjiastuti,GoRide,B 9234 EWI,2025-06-24,Jakarta,Active
DRV-00409,"Rudi Pratama, S.H.",GoRide,L 3804 RWM,2025-09-16,Surabaya,Active
DRV-00410,"R. Karsa Hassanah, M.TI.",GoCar,L 1674 TXE,2026-01-05,Surabaya,Active
DRV-00411,Puti Almira Pudjiastuti,GoRide,AB 5336 GMK,2026-03-14,Yogyakarta,Active
DRV-00412,Catur Simbolon,GoCar,L 1496 HCH,2024-07-31,Surabaya,Active
DRV-00413,Nasim Padmasari,GoCar,D 5949 FFG,2025-03-11,Bandung,Active
DRV-00414,"Dt. Jaeman Mustofa, M.TI.",GoCar,D 5873 ADK,2024-03-12,Bandung,Active
DRV-00415,drg. Muni Samosir,GoCar,D 7809 UBZ,2022-07-18,Bandung,Active
DRV-00416,"Cut Uli Pratama, M.Farm",GoRide,D 6121 ECB,2023-05-20,Bandung,Active
DRV-00417,"Bella Namaga, S.Gz",GoRide,AB 6658 EEC,2023-10-07,Yogyakarta,Inactive
DRV-00418,Elvina Mansur,GoRide,DK 2739 XPU,2023-07-09,Bali,Active
DRV-00419,Kasiyah Wibowo,GoRide,B 5061 CYY,2025-01-17,Jakarta,Active
DRV-00420,"Yoga Wijayanti, M.Pd",GoRide,B 7850 IPW,2022-08-22,Jakarta,Inactive
DRV-00421,Kawaya Wijaya,GoCar,B 6364 HIU,2022-10-21,Jakarta,Active
DRV-00422,"Cut Usyi Damanik, S.Pd",GoCar,DD 3610 DRU,2023-03-31,Makassar,Active
DRV-00423,Patricia Wibowo,GoRide,D 6055 OPD,2024-08-12,Bandung,Active
DRV-00424,Enteng Nainggolan,GoRide,D 8491 UWH,2023-10-09,Bandung,Active
DRV-00425,"Ir. Hari Susanti, S.Ked",GoRide,DK 1828 PNE,2022-06-09,Bali,Active
DRV-00426,Cut Melinda Rahimah,GoRide,B 8710 RTD,2022-09-23,Jakarta,Active
DRV-00427,"Aurora Wacana, M.M.",GoRide,B 3194 OIN,2023-05-05,Jakarta,Active
DRV-00428,"Cut Dina Mardhiyah, S.Pd",GoCar,H 6995 OUK,2025-07-04,Semarang,Active
DRV-00429,Ir. Vera Wulandari,GoRide,B 6939 UPT,2023-08-28,Jakarta,Active
DRV-00430,Mitra Nurdiyanti,GoRide,L 5582 OAT,2026-01-10,Surabaya,Active
DRV-00431,Kalim Rahayu,GoCar,AB 3108 VLO,2023-06-21,Yogyakarta,Active
DRV-00432,Puti Lailasari,GoRide,DK 6555 DWP,2025-03-09,Bali,Active
DRV-00433,Winda Novitasari,GoRide,L 9341 USA,2025-02-25,Surabaya,Active
DRV-00434,Eja Waluyo,GoRide,D 6456 LWI,2024-01-14,Bandung,Active
DRV-00435,Samsul Prasetyo,GoRide,AB 9446 TTJ,2024-04-24,Yogyakarta,Active
DRV-00436,Amelia Purwanti,GoCar,B 7438 AAJ,2025-09-22,Jakarta,Active
DRV-00437,Harsanto Prasasta,GoCar,DK 6511 QNV,2024-07-21,Bali,Active
DRV-00438,Virman Hartati,GoRide,D 5911 XFI,2025-01-18,Bandung,Active
DRV-00439,"R.A. Anastasia Santoso, S.Sos",GoRide,D 2795 RMM,2025-05-19,Bandung,Active
DRV-00440,"Puti Fitriani Rahmawati, M.Pd",GoRide,DK 1436 NEN,2022-06-20,Bali,Active
DRV-00441,Ilsa Budiman,GoRide,L 4728 NMV,2025-12-30,Surabaya,Active
DRV-00442,"Usyi Kuswandari, S.H.",GoRide,BK 7229 SMT,2022-10-19,Medan,Active
DRV-00443,Halima Puspasari,GoCar,B 2800 UXS,2023-03-03,Jakarta,Active
DRV-00444,Patricia Yulianti,GoRide,B 7765 WTQ,2023-12-02,Jakarta,Active
DRV-00445,drg. Jaka Januar,GoRide,L 8726 ZUE,2023-10-30,Surabaya,Active
DRV-00446,"dr. Farhunnisa Uwais, S.Psi",GoCar,AB 3262 ACK,2025-07-16,Yogyakarta,Active
DRV-00447,Opung Maulana,GoRide,D 8837 BQJ,2025-12-22,Bandung,Inactive
DRV-00448,Ir. Tantri Agustina,GoRide,D 9734 SJM,2026-04-11,Bandung,Active
DRV-00449,Harjasa Purnawati,GoRide,B 5331 PFJ,2023-09-14,Jakarta,Active
DRV-00450,"Gandi Rajasa, M.Kom.",GoRide,L 5890 UPV,2025-01-30,Surabaya,Active
DRV-00451,Ella Thamrin,GoCar,B 5735 KIU,2024-05-21,Jakarta,Active
DRV-00452,Fitria Namaga,GoCar,BK 8861 PDH,2024-08-16,Medan,Active
DRV-00453,"Puti Yuliana Winarsih, S.Gz",GoCar,B 5480 WAA,2022-06-11,Jakarta,Active
DRV-00454,"Hj. Gina Hidayat, S.E.I",GoRide,B 7464 ANG,2022-11-19,Jakarta,Active
DRV-00455,Almira Safitri,GoCar,AB 5758 OQN,2024-03-28,Yogyakarta,Active
DRV-00456,Sakura Laksita,GoCar,B 8247 BAI,2026-03-07,Jakarta,Active
DRV-00457,Amalia Budiyanto,GoCar,L 9824 HUR,2024-08-23,Surabaya,Active
DRV-00458,Anita Mardhiyah,GoRide,B 2789 SRB,2024-07-30,Jakarta,Active
DRV-00459,Balamantri Kuswoyo,GoRide,L 9700 HJP,2025-09-23,Surabaya,Active
DRV-00460,Drs. Hafshah Thamrin,GoRide,B 6411 RYZ,2023-02-12,Jakarta,Active
DRV-00461,Latika Haryanti,GoRide,BK 1084 KPS,2022-08-20,Medan,Active
DRV-00462,Silvia Hutapea,GoCar,DK 8793 PPW,2023-04-05,Bali,Active
DRV-00463,Halim Wibowo,GoRide,D 6262 YJE,2022-06-08,Bandung,Inactive
DRV-00464,"Adika Narpati, S.Pt",GoRide,B 4804 FBP,2022-07-16,Jakarta,Active
DRV-00465,Padmi Kuswoyo,GoCar,D 3868 HCO,2025-08-20,Bandung,Inactive
DRV-00466,"Ir. Nabila Saputra, S.Gz",GoCar,D 1595 ERR,2023-03-14,Bandung,Inactive
DRV-00467,Drs. Maryadi Firmansyah,GoRide,DK 5742 LUB,2026-02-15,Bali,Active
DRV-00468,R. Umi Widodo,GoRide,AB 2758 ETK,2023-03-07,Yogyakarta,Active
DRV-00469,Kasim Wibisono,GoRide,H 9901 RIV,2024-09-12,Semarang,Active
DRV-00470,"H. Cahyono Hutapea, M.TI.",GoCar,D 9261 VWD,2023-12-07,Bandung,Active
DRV-00471,Gina Hutagalung,GoRide,D 3662 VMX,2022-09-18,Bandung,Active
DRV-00472,drg. Vicky Simbolon,GoCar,BK 1230 BOR,2024-11-28,Medan,Active
DRV-00473,Nurul Pradana,GoCar,BK 4164 WJY,2025-08-19,Medan,Active
DRV-00474,Maman Padmasari,GoCar,B 8007 QYF,2024-02-19,Jakarta,Inactive
DRV-00475,Tgk. Wirda Prayoga,GoRide,D 4027 TEF,2025-08-01,Bandung,Active
DRV-00476,Harjasa Usada,GoRide,DK 1111 JVY,2023-06-10,Bali,Inactive
DRV-00477,Cici Iswahyudi,GoRide,B 6400 ATC,2023-08-24,Jakarta,Active
DRV-00478,"T. Baktiono Mustofa, S.Pt",GoCar,B 6890 LBC,2023-10-31,Jakarta,Active
DRV-00479,Dr. Hasim Jailani,GoRide,L 6026 BFW,2024-09-01,Surabaya,Active
DRV-00480,Lembah Rahimah,GoCar,B 6095 YUY,2024-08-27,Jakarta,Inactive
DRV-00481,Laras Wibisono,GoCar,L 7021 XFU,2022-05-09,Surabaya,Inactive
DRV-00482,Sutan Kenzie Nurdiyanti,GoRide,L 3509 KRY,2026-02-17,Surabaya,Active
DRV-00483,Embuh Sihombing,GoCar,D 9998 RFJ,2023-01-08,Bandung,Active
DRV-00484,Ibrahim Saefullah,GoCar,H 4578 ATE,2022-07-27,Semarang,Active
DRV-00485,Gatra Ramadan,GoCar,BK 2341 PUO,2025-08-17,Medan,Active
DRV-00486,Ir. Faizah Haryanti,GoRide,D 2838 GIT,2024-05-29,Bandung,Active
DRV-00487,Juli Safitri,GoRide,B 9792 YZV,2022-04-30,Jakarta,Active
DRV-00488,Mala Yulianti,GoRide,B 2904 MIT,2024-03-03,Jakarta,Active
DRV-00489,R.A. Natalia Sihotang,GoCar,L 9361 LZU,2023-08-31,Surabaya,Active
DRV-00490,"Talia Usada, M.Kom.",GoRide,D 7806 KYP,2023-07-16,Bandung,Active
DRV-00491,Indah Wijaya,GoRide,D 6049 XHK,2023-09-08,Bandung,Active
DRV-00492,Drs. Elvina Zulaika,GoRide,BK 4570 XJB,2023-02-24,Medan,Active
DRV-00493,Titin Pranowo,GoRide,L 2044 CZS,2025-05-23,Surabaya,Active
DRV-00494,"Betania Wasita, M.Kom.",GoRide,D 8734 IOT,2025-11-01,Bandung,Inactive
DRV-00495,Sakura Mangunsong,GoRide,B 7887 TBY,2023-04-30,Jakarta,Active
DRV-00496,Ikin Rahimah,GoCar,B 7184 ELZ,2023-11-26,Jakarta,Active
DRV-00497,H. Hari Palastri,GoCar,B 9835 CYX,2024-07-28,Jakarta,Active
DRV-00498,"Dr. Legawa Uyainah, S.Pt",GoCar,B 9802 GXP,2025-04-13,Jakarta,Active
DRV-00499,"Garang Marbun, M.Ak",GoRide,B 1056 CKP,2025-02-04,Jakarta,Inactive
DRV-00500,"Heru Sitompul, S.Farm",GoCar,BK 9920 GAG,2025-03-07,Medan,Active
