driver_id,driver_name,vehicle_type,license_plate,join_date,city,status
DRV-00310,Jaya Setiawan,GoCar,BG 9442 CB,2023-09-07,Palembang,Active
DRV-00311,Wendi Nugroho,GoRide,B 4288 AD,2018-07-27,Jakarta,Inactive
DRV-00312,Oscar Saputro,GoCar,H 9275 GB,2020-09-17,Semarang,Active
DRV-00313,Vera Kusuma,GoCar,D 6730 FC,2020-11-25,Bandung,Active
DRV-00314,Bambang Wahyudi,GoRide,H 3669 DD,2020-04-26,Semarang,Active
DRV-00315,Wendi Wibowo,GoRide,B 3167 CA,2021-06-05,Jakarta,Active
DRV-00316,Agus Setiawan,GoCar,AB 8520 ED,2023-11-03,Yogyakarta,Active
DRV-00317,Sari Rahayu,GoRide,L 7131 EE,2023-05-28,Surabaya,Active
DRV-00318,Oscar Permata,GoCar,H 5895 DC,2020-09-11,Semarang,Inactive
DRV-00319,Citra Setiawan,GoRide,DD 9148 EE,2022-07-16,Makassar,Active
DRV-00320,Lestari Hidayat,GoCar,BK 4643 HF,2019-11-28,Medan,Active
DRV-00321,Zulfa Handoko,GoRide,H 5237 CF,2020-06-29,Semarang,Active
DRV-00322,Made Wahyudi,GoCar,AB 5817 HB,2018-10-19,Yogyakarta,Active
DRV-00323,Mulia Saputro,GoCar,L 7768 AC,2020-03-31,Surabaya,Active
DRV-00324,Dewi Santoso,GoCar,D 3954 BH,2019-12-26,Bandung,Active
DRV-00325,Cahaya Halim,GoCar,BG 3762 CH,2018-12-27,Palembang,Active
DRV-00326,Vika Wahyudi,GoCar,AB 7280 AA,2022-03-09,Yogyakarta,Inactive
DRV-00327,Niko Handoko,GoRide,BK 5076 DF,2019-02-25,Medan,Active
DRV-00328,Usman Suwandi,GoRide,D 5885 EH,2023-11-17,Bandung,Active
DRV-00329,Indah Nugroho,GoCar,DD 4087 CG,,Makassar,Active
DRV-00330,Dewi Pratama,GoRide,B 1612 GE,2018-07-19,Jakarta,Active
DRV-00331,Joko Nugroho,GoRide,B 7828 HG,2020-11-01,Jakarta,Active
DRV-00332,Pandu Pratama,GoCar,B 2654 EC,2019-03-06,Jakarta,Active
DRV-00333,Xena Halim,GoRide,H 9154 DD,2023-11-13,Semarang,Inactive
DRV-00334,Gunawan Rahayu,GoRide,,2020-04-30,Semarang,Active
DRV-00335,Tari Gunawan,GoRide,,2019-03-29,Medan,Active
DRV-00336,Tono Wibowo,GoRide,D 2229 BE,2023-02-14,Bandung,Inactive
DRV-00337,Hendra Pratama,GoRide,BG 3862 AE,2021-07-04,Palembang,Active
DRV-00338,Fitri Sugiarto,GoRide,B 3793 FF,2021-01-03,Jakarta,Inactive
DRV-00339,Surya Hidayat,GoRide,DD 7557 HE,2023-05-13,Makassar,Active
DRV-00340,Usman Saputro,GoRide,L 1960 CB,2023-06-01,Surabaya,Active
DRV-00341,Dian Wijaya,GoCar,D 1472 CH,2019-04-08,Bandung,Inactive
DRV-00342,Yanti Saputra,GoCar,L 1202 DF,2019-01-26,Surabaya,Active
DRV-00343,Irfan Gunawan,GoCar,BG 7305 CA,,Palembang,Inactive
DRV-00344,Oki Kurniawan,GoRide,BG 9055 FD,2021-02-13,Palembang,Active
DRV-00345,Hadi Saputro,GoCar,AB 2291 HH,2023-01-10,Yogyakarta,Active
DRV-00346,Oscar Putra,GoRide,DD 1291 BG,2018-01-01,Makassar,Active
DRV-00347,Wahyu Kurniawan,GoRide,H 8474 FF,2020-07-02,Semarang,Active
DRV-00348,Ratna Handoko,GoCar,BG 2868 BD,,Palembang,Active
DRV-00349,Zulfa Halim,GoRide,,2019-07-30,Makassar,Active
DRV-00350,Galih Halim,GoCar,L 4072 BG,2020-02-20,Surabaya,Active
DRV-00351,Dewi Kurniawan,GoRide,B 8381 HC,2018-01-18,Jakarta,Active
DRV-00352,Zahra Halim,GoCar,AB 3903 CC,2021-08-11,Yogyakarta,Active
DRV-00353,Vera Wahyudi,GoCar,BK 6617 EH,2019-07-20,Medan,Active
DRV-00354,Usman Suwandi,GoCar,H 4560 DD,2021-04-05,Semarang,Active
DRV-00355,Cahaya Santoso,GoCar,D 6771 HG,2023-12-27,Bandung,Active
DRV-00356,Usman Wibowo,GoRide,L 1869 AD,2019-10-22,Surabaya,Inactive
DRV-00357,Usman Kurniawan,GoRide,D 5835 DA,2023-01-28,Bandung,Active
DRV-00358,Dewi Santoso,GoCar,BK 5712 AG,2021-07-04,Medan,Inactive
DRV-00359,Made Handoko,GoRide,H 8259 DF,2020-03-15,Semarang,Active
DRV-00360,Cahaya Wibowo,GoRide,BG 2220 CC,2019-05-04,Palembang,Active
DRV-00361,Vika Putra,GoRide,H 5178 AF,2019-09-27,Semarang,Active
DRV-00362,Irfan Hidayat,GoCar,B 6866 BF,2020-01-24,Jakarta,Active
DRV-00363,Aditya Putra,GoCar,AB 4624 DF,2021-04-17,Yogyakarta,Active
DRV-00364,Usman Rahayu,GoRide,BG 6668 HD,2020-09-25,Palembang,Inactive
DRV-00365,Irfan Saputro,GoRide,AB 9851 EA,2022-03-16,Yogyakarta,Active
DRV-00366,Krisna Kurniawan,GoRide,BG 4154 FB,2019-11-17,Palembang,Inactive
DRV-00367,Eko Suwandi,GoRide,B 4492 GB,2022-11-18,Jakarta,Active
DRV-00368,Mulia Saputra,GoCar,B 1620 BB,2020-10-28,Jakarta,Active
DRV-00369,Krisna Santoso,GoCar,H 7626 GF,,Semarang,Active
DRV-00370,Tono Saputro,GoRide,L 2189 FB,2021-05-19,Surabaya,Active
DRV-00371,Krisna Handoko,GoCar,AB 1504 HC,2019-07-13,Yogyakarta,Active
DRV-00372,Agus Kurniawan,GoCar,D 7113 AC,2018-01-21,Bandung,Active
DRV-00373,Lina Saputra,GoCar,L 6633 DG,2023-10-01,Surabaya,Active
DRV-00374,Made Setiawan,GoRide,H 1891 HB,2018-10-03,Semarang,Active
DRV-00375,Dian Rahayu,GoCar,BG 4842 BE,2020-03-03,Palembang,Active
DRV-00376,Oki Halim,GoRide,H 6971 FG,2021-07-06,Semarang,Active
DRV-00377,Galih Hidayat,GoCar,H 6432 HH,2021-06-05,Semarang,Active
DRV-00378,Budi Wahyudi,GoCar,L 3293 DE,2018-11-10,Surabaya,Active
DRV-00379,Joko Sugiarto,GoCar,B 4485 AE,2023-04-18,Jakarta,Active
DRV-00380,Irfan Santoso,GoRide,AB 5767 CH,2019-01-06,Yogyakarta,Active
DRV-00381,Gunawan Sugiarto,GoRide,BK 3299 HC,2019-08-22,Medan,Active
DRV-00382,Jaya Sugiarto,GoRide,B 4796 BE,2018-06-25,Jakarta,Active
DRV-00383,Sari Wibowo,GoCar,AB 1760 AF,2023-11-06,Yogyakarta,Active
DRV-00384,Xena Sugiarto,GoCar,D 6985 BE,2020-07-01,Bandung,Active
DRV-00385,Sari Nugroho,GoCar,BG 1108 CH,2018-11-12,Palembang,Active
DRV-00386,Gunawan Gunawan,GoRide,D 2938 DG,2019-04-10,Bandung,Active
DRV-00387,Irfan Wijaya,GoRide,BK 7732 AD,2019-10-22,Medan,Active
DRV-00388,Nanda Saputro,GoRide,D 3949 GA,2021-03-07,Bandung,Inactive
DRV-00389,Yanti Rahayu,GoCar,BG 7730 CC,2023-09-24,Palembang,Active
DRV-00390,Irfan Halim,GoRide,BG 7315 CB,,Palembang,Active
DRV-00391,Krisna Santoso,GoRide,D 1639 BB,2019-06-18,Bandung,Inactive
DRV-00392,Zahra Sugiarto,GoCar,AB 1711 GD,2023-05-29,Yogyakarta,Active
DRV-00393,Andi Santoso,GoCar,L 8817 DB,2022-08-01,Surabaya,Active
DRV-00394,Niko Wibowo,GoRide,L 4365 FG,2019-09-26,Surabaya,Active
DRV-00395,Lestari Kurniawan,GoCar,H 5514 GD,2023-05-31,Semarang,Active
DRV-00396,Dian Hidayat,GoCar,BG 6641 GC,2019-05-03,Palembang,Active
DRV-00397,Joko Gunawan,GoRide,L 6544 AC,2018-01-22,Surabaya,Active
DRV-00398,Agus Putra,GoRide,AB 4633 FB,2022-04-24,Yogyakarta,Inactive
DRV-00399,Jaya Handoko,GoRide,H 3871 HH,,Semarang,Inactive
DRV-00400,Andi Hidayat,GoRide,BK 9364 DC,2022-01-13,Medan,Active
DRV-00401,Wendi Kusuma,GoCar,L 6785 GG,2023-10-22,Surabaya,Active
DRV-00402,Agus Setiawan,GoCar,L 6703 FE,2020-03-07,Surabaya,Active
DRV-00403,Irfan Wibowo,GoCar,B 9294 BB,2021-10-24,Jakarta,Inactive
DRV-00404,Niko Santoso,GoCar,H 8923 DF,2023-02-23,Semarang,Active
DRV-00405,Jaya Kurniawan,GoRide,BG 7269 DD,2022-08-17,Palembang,Inactive
DRV-00406,Xena Nugroho,GoCar,B 2523 GF,2020-01-02,Jakarta,Active
DRV-00407,Nanda Saputra,GoRide,H 4115 HD,2020-09-18,Semarang,Inactive
DRV-00408,Tari Gunawan,GoRide,BK 6833 CB,2018-11-18,Medan,Active
DRV-00409,Aditya Wahyudi,GoRide,B 7081 FH,2021-01-30,Jakarta,Active
DRV-00410,Agus Hidayat,GoCar,H 3101 AG,2018-05-14,Semarang,Active
DRV-00411,Niko Pratama,GoRide,BG 8537 FA,,Palembang,Active
DRV-00412,Wahyu Sugiarto,GoCar,DD 5254 CE,2023-04-15,Makassar,Inactive
DRV-00413,Mulia Suwandi,GoCar,D 7866 FF,2021-02-19,Bandung,Active
DRV-00414,Andi Hidayat,GoRide,BK 4863 GG,2019-09-05,Medan,Active
DRV-00415,Vera Hidayat,GoCar,AB 9470 FH,2018-07-15,Yogyakarta,Active
DRV-00416,Lestari Kurniawan,GoRide,B 8807 BH,2020-11-30,Jakarta,Active
DRV-00417,Surya Kurniawan,GoCar,,2020-03-25,Semarang,Active
DRV-00418,Fauzi Suwandi,GoCar,D 9363 HH,2022-04-10,Bandung,Active
DRV-00419,Surya Handoko,GoCar,D 7631 BB,2020-07-23,Bandung,Active
DRV-00420,Indah Saputra,GoCar,H 8289 FH,2020-01-24,Semarang,Inactive
DRV-00421,Budi Permata,GoRide,H 7505 BB,2023-04-23,Semarang,Active
DRV-00422,Dian Suwandi,GoRide,L 3544 BG,2020-10-10,Surabaya,Active
DRV-00423,Fauzi Kurniawan,GoRide,,2021-08-25,Bandung,Inactive
DRV-00424,Ratna Kurniawan,GoCar,H 9835 CH,2022-11-17,Semarang,Active
DRV-00425,Ulfa Santoso,GoCar,H 4721 BH,2022-08-16,Semarang,Active
DRV-00426,Cahaya Handoko,GoRide,B 8687 AH,2023-05-09,Jakarta,Active
DRV-00427,Surya Permata,GoRide,BK 4089 GG,2019-10-31,Medan,Active
DRV-00428,Bambang Nugroho,GoRide,AB 7917 DE,2023-12-19,Yogyakarta,Active
DRV-00429,Budi Suwandi,GoRide,L 2808 HH,2023-07-09,Surabaya,Active
DRV-00430,Oki Kusuma,GoRide,B 2675 EE,2022-12-01,Jakarta,Active
DRV-00431,Fauzi Wijaya,GoRide,D 6601 GE,2023-08-04,Bandung,Inactive
DRV-00432,Lina Nugroho,GoRide,DD 3393 AE,2018-10-20,Makassar,Active
DRV-00433,Citra Nugroho,GoCar,H 2998 DG,2022-12-20,Semarang,Active
DRV-00434,Kartika Wijaya,GoRide,BG 4415 HG,2021-07-02,Palembang,Inactive
DRV-00435,Putri Halim,GoCar,L 5895 DF,2020-06-11,Surabaya,Inactive
DRV-00436,Niko Gunawan,GoRide,DD 5523 BG,2018-02-06,Makassar,Inactive
DRV-00437,Aditya Wijaya,GoCar,D 5075 CH,2021-10-18,Bandung,Inactive
DRV-00438,Surya Sugiarto,GoCar,B 9787 BC,2021-07-21,Jakarta,Inactive
DRV-00439,Citra Gunawan,GoRide,,2019-07-06,Palembang,Active
DRV-00440,Sari Putra,GoCar,BG 9029 DC,2021-08-18,Palembang,Active
DRV-00441,Ratna Wahyudi,GoRide,D 8362 EE,2023-02-03,Bandung,Active
DRV-00442,Usman Gunawan,GoRide,AB 6965 DF,2022-05-07,Yogyakarta,Active
DRV-00443,Indah Hidayat,GoCar,D 6276 BB,2018-10-01,Bandung,Active
DRV-00444,Jaya Putra,GoRide,B 4139 BA,2022-05-11,Jakarta,Active
DRV-00445,Ratna Wijaya,GoRide,H 2161 AD,2018-11-24,Semarang,Active
DRV-00446,Nanda Wahyudi,GoCar,DD 1955 EA,2021-05-29,Makassar,Active
DRV-00447,Lina Kurniawan,GoRide,L 9710 GD,2020-10-15,Surabaya,Active
DRV-00448,Lestari Permata,GoRide,AB 6864 HG,2019-11-15,Yogyakarta,Active
DRV-00449,Bambang Halim,GoRide,DD 8258 FF,2021-08-22,Makassar,Active
DRV-00450,Agus Santoso,GoRide,DD 4504 GE,2023-01-28,Makassar,Active
DRV-00451,Nanda Rahayu,GoCar,B 9480 CE,,Jakarta,Inactive
DRV-00452,Reza Sugiarto,GoCar,B 9376 CB,2021-12-27,Jakarta,Active
DRV-00453,Yanti Rahayu,GoRide,BK 5920 BG,2020-06-09,Medan,Active
DRV-00454,Dewi Rahayu,GoRide,BG 2562 EA,2022-04-12,Palembang,Active
DRV-00455,Jaya Wijaya,GoCar,DD 2974 DA,2022-04-16,Makassar,Active
DRV-00456,Aditya Putra,GoRide,DD 4617 CA,2022-05-29,Makassar,Inactive
DRV-00457,Dewi Kurniawan,GoRide,L 7460 CC,2023-05-04,Surabaya,Active
DRV-00458,Hadi Permata,GoCar,AB 9221 GC,2023-05-24,Yogyakarta,Active
DRV-00459,Bambang Halim,GoRide,BK 5362 GF,2019-01-02,Medan,Active
DRV-00460,Dian Putra,GoCar,DD 6644 AE,2021-12-03,Makassar,Active
DRV-00461,Joko Kusuma,GoCar,,2020-03-28,Bandung,Active
DRV-00462,Gunawan Santoso,GoRide,L 3419 EA,2019-04-01,Surabaya,Active
DRV-00463,Tari Santoso,GoRide,DD 4471 DE,2019-08-02,Makassar,Active
DRV-00464,Surya Santoso,GoRide,AB 1984 ED,2021-01-16,Yogyakarta,Active
DRV-00465,Zahra Wahyudi,GoCar,L 6901 BA,2022-05-03,Surabaya,Active
DRV-00466,Wendi Santoso,GoCar,L 9709 BC,2023-02-19,Surabaya,Active
DRV-00467,Usman Sugiarto,GoRide,B 5995 FH,2019-10-06,Jakarta,Active
DRV-00468,Budi Kurniawan,GoCar,DD 9212 EA,2022-05-05,Makassar,Inactive
DRV-00469,Pandu Saputra,GoRide,H 7436 CB,2023-11-03,Semarang,Inactive
DRV-00470,Indah Setiawan,GoRide,AB 7987 EF,2019-06-24,Yogyakarta,Active
DRV-00471,Mulia Hidayat,GoRide,BK 9582 CG,2019-08-18,Medan,Active
DRV-00472,Aditya Rahayu,GoRide,DD 2939 CF,2019-08-20,Makassar,Active
DRV-00473,Pandu Putra,GoCar,AB 5485 CD,2020-01-27,Yogyakarta,Active
DRV-00474,Oscar Gunawan,GoRide,H 4783 AF,2023-05-07,Semarang,Active
DRV-00475,Aditya Santoso,GoRide,DD 9051 HC,2020-07-15,Makassar,Active
DRV-00476,Hadi Rahayu,GoCar,H 4323 DB,2022-12-05,Semarang,Inactive
DRV-00477,Wendi Wijaya,GoRide,BG 1685 GF,2023-11-22,Palembang,Active
DRV-00478,Jaya Wijaya,GoCar,L 1694 DG,2018-06-10,Surabaya,Active
DRV-00479,Dewi Wahyudi,GoCar,BK 5989 EH,2021-04-20,Medan,Active
DRV-00480,Vika Saputro,GoCar,D 8400 BB,2019-07-09,Bandung,Active
DRV-00481,Hendra Kusuma,GoRide,B 4308 HB,2019-11-03,Jakarta,Active
DRV-00482,Kartika Rahayu,GoCar,L 2397 GC,2022-04-08,Surabaya,Active
DRV-00483,Lina Pratama,GoRide,D 3930 AG,2023-01-02,Bandung,Active
DRV-00484,Hadi Kurniawan,GoRide,,2018-02-20,Bandung,Active
DRV-00485,Lestari Wibowo,GoCar,B 8794 HG,2018-01-27,Jakarta,Active
DRV-00486,Oscar Handoko,GoRide,BK 1902 FA,2018-05-13,Medan,Active
DRV-00487,Tono Putra,GoRide,,2020-01-01,Makassar,Active
DRV-00488,Zahra Kusuma,GoCar,D 6901 AB,2021-08-15,Bandung,Active
DRV-00489,Vera Nugroho,GoRide,AB 3204 BE,2022-08-22,Yogyakarta,Active
DRV-00490,Vika Wibowo,GoRide,B 9666 BH,2021-03-22,Jakarta,Active
DRV-00491,Made Santoso,GoRide,DD 9132 HH,2020-08-11,Makassar,Active
DRV-00492,Ratna Nugroho,GoRide,L 2932 DG,2021-09-29,Surabaya,Active
DRV-00493,Hendra Rahayu,GoRide,B 5168 BE,2021-08-19,Jakarta,Active
DRV-00494,Gunawan Gunawan,GoCar,DD 1477 CD,2021-10-16,Makassar,Inactive
DRV-00495,Dewi Wahyudi,GoRide,B 8546 FH,2022-08-23,Jakarta,Inactive
DRV-00496,Joko Wibowo,GoCar,H 1306 DF,2021-12-19,Semarang,Active
DRV-00497,Aditya Handoko,GoCar,B 9753 CG,2019-04-24,Jakarta,Inactive
DRV-00498,Ulfa Hidayat,GoRide,DD 2422 HD,2021-05-24,Makassar,Active
DRV-00499,Joko Nugroho,GoCar,L 4311 BH,2023-05-31,Surabaya,Inactive
DRV-00500,Jaya Suwandi,GoCar,DD 9579 EF,2019-02-07,Makassar,Active
