user_id,user_name,registration_date,user_segment
USR-00534,Putri Gunawan,2024-03-25,Regular
USR-00535,Zahra Nugroho,2022-09-19,VIP
USR-00536,Eko Sugiarto,2019-01-28,Regular
USR-00537,Dian Nugroho,2020-04-16,Regular
USR-00538,Budi Nugroho,2023-01-14,Regular
USR-00539,Reza Hidayat,2020-12-14,Regular
USR-00540,Budi Hidayat,2021-10-04,Regular
USR-00541,Usman Suwandi,2020-02-19,Regular
USR-00542,Nanda Handoko,2020-03-30,Regular
USR-00543,Tari Hidayat,2023-02-23,VIP
USR-00544,Eko Pratama,2023-11-12,VIP
USR-00545,Made Kurniawan,2020-06-19,Regular
USR-00546,Cahaya Saputra,2023-03-13,Regular
USR-00547,Tono Suwandi,2021-02-13,VIP
USR-00548,Sari Suwandi,2019-08-07,Regular
USR-00549,Fitri Gunawan,2024-06-25,Regular
USR-00550,Zahra Wahyudi,2019-09-23,Regular
USR-00551,Vika Sugiarto,2024-10-26,Regular
USR-00552,Hadi Gunawan,2024-06-02,Regular
USR-00553,Niko Wijaya,2023-07-01,Regular
USR-00554,Putri Permata,2021-04-11,Regular
USR-00555,Mulia Hidayat,2023-10-07,VIP
USR-00556,Fitri Suwandi,2023-03-13,Regular
USR-00557,Xena Saputra,2022-04-23,Regular
USR-00558,Wahyu Halim,2024-03-20,Regular
USR-00559,Hadi Rahayu,2023-11-07,Regular
USR-00560,Oki Wibowo,2019-04-12,Regular
USR-00561,Tono Wahyudi,2023-01-10,VIP
USR-00562,Oki Pratama,2019-11-17,Regular
USR-00563,Made Rahayu,2023-01-15,Regular
USR-00564,Zulfa Wibowo,2022-09-10,Regular
USR-00565,Aditya Kurniawan,2020-07-18,VIP
USR-00566,Tono Sugiarto,2019-02-04,Regular
USR-00567,Niko Santoso,2023-07-13,VIP
USR-00568,Joko Permata,2024-09-30,VIP
USR-00569,Jaya Setiawan,2021-05-09,Regular
USR-00570,Fauzi Rahayu,2024-04-03,Regular
USR-00571,Cahaya Halim,2022-07-06,VIP
USR-00572,Budi Sugiarto,2024-01-18,VIP
USR-00573,Zulfa Santoso,2020-06-09,Regular
USR-00574,Bambang Halim,2022-12-23,Regular
USR-00575,Vera Kurniawan,2023-07-11,Regular
USR-00576,Citra Suwandi,2019-04-06,Regular
USR-00577,Oscar Putra,2022-09-14,Regular
USR-00578,Nanda Permata,2023-05-21,VIP
USR-00579,Galih Rahayu,2023-05-02,Regular
USR-00580,Ulfa Kusuma,2024-01-24,Regular
USR-00581,Vera Putra,2020-12-28,Regular
USR-00582,Zahra Handoko,2021-02-03,Regular
USR-00583,Eko Saputro,2022-04-07,Regular
USR-00584,Vika Halim,2024-10-24,Regular
USR-00585,Bambang Gunawan,2020-03-29,Regular
USR-00586,Nanda Suwandi,2023-05-13,VIP
USR-00587,Wendi Gunawan,2022-06-22,Regular
USR-00588,Irfan Saputro,2022-06-25,Regular
USR-00589,Dian Kusuma,2019-01-31,VIP
USR-00590,Mulia Gunawan,2021-10-08,Regular
USR-00591,Tono Saputro,2019-06-10,Regular
USR-00592,Lina Halim,2022-05-03,Regular
USR-00593,Tari Hidayat,2023-11-05,Regular
USR-00594,Citra Saputra,2020-01-27,Regular
USR-00595,Ratna Kurniawan,2020-10-08,Regular
USR-00596,Yanti Nugroho,2019-10-01,Regular
USR-00597,Lestari Pratama,2023-08-12,VIP
USR-00598,Irfan Rahayu,2019-11-10,Regular
USR-00599,Irfan Wijaya,2020-11-06,Regular
USR-00600,Usman Saputro,2019-10-27,Regular
USR-00601,Agus Wijaya,2023-06-24,VIP
USR-00602,Indah Rahayu,,Regular
USR-00603,Eko Kusuma,2024-03-16,Regular
USR-00604,Dian Suwandi,2021-09-19,Regular
USR-00605,Kartika Santoso,2022-02-17,VIP
USR-00606,Krisna Permata,2020-12-26,Regular
USR-00607,Joko Saputro,2019-02-15,Regular
USR-00608,Usman Kurniawan,2021-06-06,Regular
USR-00609,Jaya Pratama,2019-07-15,VIP
USR-00610,Oscar Santoso,2022-06-16,Regular
USR-00611,Putri Sugiarto,2023-03-26,Regular
USR-00612,Bambang Santoso,2021-03-30,Regular
USR-00613,Usman Kusuma,2022-10-12,VIP
USR-00614,Tari Hidayat,2020-01-31,Regular
USR-00615,Galih Rahayu,2019-06-30,Regular
USR-00616,Krisna Permata,2021-02-15,Regular
USR-00617,Galih Sugiarto,2020-05-09,Regular
USR-00618,Vika Santoso,2019-03-03,Regular
USR-00619,Tari Wibowo,2024-02-23,Regular
USR-00620,Nanda Halim,2023-02-20,Regular
USR-00621,Galih Kurniawan,2024-08-08,VIP
USR-00622,Galih Putra,2020-12-03,Regular
USR-00623,Vera Suwandi,2023-05-11,Regular
USR-00624,Tari Gunawan,2022-07-26,VIP
USR-00625,Niko Saputro,2019-03-14,Regular
USR-00626,Wendi Santoso,2021-08-10,Regular
USR-00627,Zulfa Halim,2020-05-23,Regular
USR-00628,Yogi Gunawan,2019-11-22,Regular
USR-00629,Surya Wijaya,2020-09-13,Regular
USR-00630,Wahyu Suwandi,2023-12-23,Regular
USR-00631,Bambang Handoko,2019-06-12,Regular
USR-00632,Wahyu Rahayu,2021-07-27,VIP
USR-00633,Tari Saputra,2019-08-10,VIP
USR-00634,Zahra Wahyudi,2021-06-30,Regular
USR-00635,Eko Gunawan,2023-12-17,Regular
USR-00636,Joko Nugroho,2021-02-27,Regular
USR-00637,Nanda Saputra,2020-12-12,Regular
USR-00638,Ulfa Hidayat,2023-10-12,Regular
USR-00639,Oscar Saputra,2021-09-30,Regular
USR-00640,Made Wibowo,2024-01-11,VIP
USR-00641,Yogi Permata,2024-05-24,Regular
USR-00642,Irfan Putra,2024-04-12,Regular
USR-00643,Gunawan Santoso,2020-09-30,VIP
USR-00644,Aditya Handoko,2023-10-17,VIP
USR-00645,Lina Wibowo,2020-09-17,Regular
USR-00646,Zahra Kurniawan,2022-06-06,Regular
USR-00647,Wendi Gunawan,2019-10-22,Regular
USR-00648,Irfan Sugiarto,2021-02-15,Regular
USR-00649,Zulfa Sugiarto,2023-08-31,VIP
USR-00650,Niko Kusuma,2022-06-14,Regular
USR-00651,Hendra Permata,2019-06-09,VIP
USR-00652,Cahaya Wibowo,2020-10-27,Regular
USR-00653,Hadi Sugiarto,2022-11-28,Regular
USR-00654,Zulfa Saputra,2023-04-28,VIP
USR-00655,Yogi Santoso,2019-05-22,VIP
USR-00656,Fauzi Suwandi,2020-08-28,Regular
USR-00657,Fitri Permata,2020-10-23,Regular
USR-00658,Made Halim,2019-11-26,Regular
USR-00659,Ulfa Wahyudi,2023-10-15,Regular
USR-00660,Yanti Halim,2023-04-17,Regular
USR-00661,Mulia Sugiarto,2019-12-31,Regular
USR-00662,Zulfa Permata,2022-01-06,Regular
USR-00663,Hadi Santoso,2019-01-27,VIP
USR-00664,Surya Handoko,2023-09-08,Regular
USR-00665,Lina Suwandi,2020-11-29,Regular
USR-00666,Hendra Saputro,2021-01-15,Regular
USR-00667,Dewi Hidayat,2021-05-20,Regular
USR-00668,Bambang Saputro,2021-02-24,Regular
USR-00669,Kartika Kusuma,2020-03-23,VIP
USR-00670,Eko Rahayu,2023-03-28,Regular
USR-00671,Usman Pratama,2021-08-19,Regular
USR-00672,Andi Setiawan,,Regular
USR-00673,Jaya Santoso,2019-06-21,Regular
USR-00674,Aditya Wibowo,2024-10-31,VIP
USR-00675,Oscar Halim,2024-04-22,Regular
USR-00676,Putri Sugiarto,2022-11-06,VIP
USR-00677,Xena Rahayu,2023-03-31,Regular
USR-00678,Vera Permata,2019-01-13,Regular
USR-00679,Hendra Wahyudi,2020-07-22,Regular
USR-00680,Pandu Gunawan,2021-10-15,Regular
USR-00681,Ratna Rahayu,2021-02-08,Regular
USR-00682,Citra Rahayu,,Regular
USR-00683,Agus Putra,2021-08-14,Regular
USR-00684,Gunawan Pratama,2022-11-27,Regular
USR-00685,Wendi Suwandi,2022-04-18,Regular
USR-00686,Hadi Kusuma,2024-08-28,Regular
USR-00687,Dian Pratama,2024-03-27,Regular
USR-00688,Kartika Kusuma,2021-09-13,Regular
USR-00689,Vika Permata,2019-04-30,Regular
USR-00690,Tari Gunawan,2021-06-21,Regular
USR-00691,Krisna Gunawan,2020-05-19,Regular
USR-00692,Mulia Putra,2022-09-25,VIP
USR-00693,Wendi Permata,2022-11-06,Regular
USR-00694,Oki Wibowo,2023-11-25,VIP
USR-00695,Wahyu Setiawan,2019-12-26,Regular
USR-00696,Indah Rahayu,2020-04-20,Regular
USR-00697,Niko Kurniawan,2019-01-07,Regular
USR-00698,Vika Sugiarto,2023-05-09,VIP
USR-00699,Oscar Setiawan,2020-06-01,Regular
USR-00700,Fauzi Rahayu,2023-06-08,Regular
USR-00701,Hadi Saputro,2022-04-30,VIP
USR-00702,Tari Wijaya,2022-03-06,Regular
USR-00703,Vera Pratama,2022-06-19,Regular
USR-00704,Nanda Gunawan,2024-05-13,Regular
USR-00705,Wahyu Suwandi,2023-03-23,Regular
USR-00706,Oki Wijaya,2021-05-12,VIP
USR-00707,Yanti Permata,2021-01-03,VIP
USR-00708,Lestari Permata,2020-10-14,VIP
USR-00709,Aditya Permata,2024-04-23,VIP
USR-00710,Tono Nugroho,2024-12-02,Regular
USR-00711,Vika Setiawan,2023-06-01,Regular
USR-00712,Wendi Handoko,2019-08-10,VIP
USR-00713,Dian Gunawan,2020-11-01,Regular
USR-00714,Zulfa Nugroho,2020-08-16,Regular
USR-00715,Mulia Pratama,2019-02-07,Regular
USR-00716,Cahaya Hidayat,2020-08-27,Regular
USR-00717,Gunawan Hidayat,2020-01-29,Regular
USR-00718,Surya Rahayu,2020-04-25,VIP
USR-00719,Agus Saputra,2020-08-31,Regular
USR-00720,Ulfa Putra,2021-09-13,Regular
USR-00721,Tari Kusuma,2023-03-18,Regular
USR-00722,Surya Saputro,2023-04-15,Regular
USR-00723,Hendra Gunawan,2020-05-06,Regular
USR-00724,Niko Setiawan,2024-09-18,Regular
USR-00725,Zulfa Pratama,2024-05-18,Regular
USR-00726,Surya Halim,2021-01-11,Regular
USR-00727,Eko Kurniawan,2020-05-27,Regular
USR-00728,Krisna Wahyudi,2019-03-22,Regular
USR-00729,Krisna Pratama,2024-10-26,VIP
USR-00730,Hendra Hidayat,2021-04-29,VIP
USR-00731,Dian Rahayu,2021-01-07,Regular
USR-00732,Surya Hidayat,2020-06-11,Regular
USR-00733,Citra Kusuma,2021-11-17,VIP
USR-00734,Krisna Hidayat,2024-09-04,Regular
USR-00735,Citra Wahyudi,2019-01-01,Regular
USR-00736,Dian Suwandi,2022-04-16,Regular
USR-00737,Xena Putra,2022-07-05,Regular
USR-00738,Tari Wijaya,2021-05-09,Regular
USR-00739,Nanda Suwandi,2021-02-09,Regular
USR-00740,Sari Suwandi,2021-06-03,Regular
USR-00741,Reza Wibowo,2023-09-25,Regular
USR-00742,Fitri Wibowo,2020-10-30,Regular
USR-00743,Eko Wibowo,2020-08-09,Regular
USR-00744,Mulia Wahyudi,2021-02-28,Regular
USR-00745,Vika Halim,2023-09-16,VIP
USR-00746,Hendra Kurniawan,2021-10-10,Regular
USR-00747,Ratna Kusuma,2023-07-25,Regular
USR-00748,Joko Saputra,2022-09-28,Regular
USR-00749,Oki Permata,2020-02-06,Regular
USR-00750,Yanti Handoko,2020-05-20,Regular
USR-00751,Xena Setiawan,2024-06-28,Regular
USR-00752,Dewi Hidayat,2022-01-15,Regular
USR-00753,Zulfa Kurniawan,2023-05-15,Regular
USR-00754,Indah Wibowo,2023-07-08,Regular
USR-00755,Joko Suwandi,,Regular
USR-00756,Yanti Sugiarto,2021-12-31,Regular
USR-00757,Bambang Saputro,2021-10-17,Regular
USR-00758,Irfan Handoko,2022-12-20,Regular
USR-00759,Wendi Saputra,2023-10-19,Regular
USR-00760,Bambang Rahayu,2019-12-23,VIP
USR-00761,Putri Kusuma,2019-11-22,Regular
USR-00762,Tono Kurniawan,2019-08-24,Regular
USR-00763,Cahaya Wahyudi,2019-02-13,VIP
USR-00764,Irfan Kurniawan,2020-07-12,Regular
USR-00765,Made Santoso,2023-07-19,Regular
USR-00766,Putri Wahyudi,2024-12-28,Regular
USR-00767,Kartika Wahyudi,2019-06-23,Regular
USR-00768,Indah Wahyudi,2020-12-17,Regular
USR-00769,Zahra Hidayat,2019-07-28,Regular
USR-00770,Usman Saputra,2020-04-08,Regular
USR-00771,Gunawan Handoko,2020-04-27,Regular
USR-00772,Mulia Permata,2019-01-10,Regular
USR-00773,Surya Wahyudi,2022-06-02,VIP
USR-00774,Pandu Gunawan,2019-05-26,VIP
USR-00775,Wahyu Handoko,2019-01-25,Regular
USR-00776,Yanti Hidayat,2019-01-22,Regular
USR-00777,Hadi Nugroho,2019-02-06,Regular
USR-00778,Bambang Pratama,2024-10-07,VIP
USR-00779,Tari Wibowo,2019-01-29,Regular
USR-00780,Yogi Halim,2023-06-08,Regular
USR-00781,Dian Saputro,2022-01-08,Regular
USR-00782,Andi Sugiarto,2022-12-19,Regular
USR-00783,Tono Wijaya,2021-03-23,Regular
USR-00784,Citra Hidayat,2023-09-21,Regular
USR-00785,Sari Pratama,2024-05-17,VIP
USR-00786,Wendi Suwandi,2024-07-22,Regular
USR-00787,Zulfa Permata,2023-06-26,Regular
USR-00788,Indah Suwandi,2020-03-17,Regular
USR-00789,Putri Wijaya,2019-02-25,Regular
USR-00790,Oscar Santoso,2022-11-02,Regular
USR-00791,Fitri Halim,2022-03-31,Regular
USR-00792,Lina Saputra,2020-09-16,Regular
USR-00793,Vera Saputra,2020-04-16,VIP
USR-00794,Wendi Pratama,2023-10-24,Regular
USR-00795,Made Setiawan,2024-08-19,Regular
USR-00796,Indah Permata,2020-09-01,Regular
USR-00797,Cahaya Santoso,2021-02-26,VIP
USR-00798,Zahra Halim,2020-01-08,VIP
USR-00799,Cahaya Gunawan,2021-08-05,Regular
USR-00800,Ulfa Pratama,2023-10-16,Regular
USR-00801,Wendi Halim,2022-02-23,VIP
USR-00802,Andi Wijaya,2019-07-14,Regular
USR-00803,Gunawan Wibowo,2022-08-10,Regular
USR-00804,Reza Gunawan,2020-02-17,Regular
USR-00805,Tari Santoso,2022-05-31,Regular
USR-00806,Zulfa Sugiarto,2020-06-17,Regular
USR-00807,Putri Wibowo,2024-12-06,Regular
USR-00808,Galih Suwandi,2023-04-23,Regular
USR-00809,Surya Nugroho,2020-05-07,Regular
USR-00810,Eko Kurniawan,2023-12-31,VIP
USR-00811,Aditya Nugroho,2022-05-19,Regular
USR-00812,Made Halim,2020-09-21,Regular
USR-00813,Aditya Kurniawan,2021-10-31,VIP
USR-00814,Wendi Pratama,2023-02-08,Regular
USR-00815,Jaya Wahyudi,2019-10-05,Regular
USR-00816,Vera Suwandi,2020-11-14,Regular
USR-00817,Vera Nugroho,2019-09-07,Regular
USR-00818,Krisna Wahyudi,2023-06-17,Regular
USR-00819,Irfan Permata,2020-11-08,Regular
USR-00820,Sari Nugroho,2023-05-18,Regular
USR-00821,Niko Santoso,2020-10-17,Regular
USR-00822,Wendi Wahyudi,2024-10-01,Regular
USR-00823,Sari Kurniawan,2021-06-21,Regular
USR-00824,Putri Handoko,2021-07-06,Regular
USR-00825,Sari Suwandi,2020-08-29,VIP
USR-00826,Putri Nugroho,2019-07-31,Regular
USR-00827,Ratna Putra,2019-01-06,Regular
USR-00828,Wendi Kurniawan,2022-08-22,Regular
USR-00829,Pandu Handoko,2020-07-01,Regular
USR-00830,Andi Sugiarto,2019-08-23,Regular
USR-00831,Budi Kurniawan,2022-02-19,Regular
USR-00832,Vera Permata,2020-03-11,Regular
USR-00833,Ratna Putra,2021-11-20,VIP
USR-00834,Sari Nugroho,2023-12-17,Regular
USR-00835,Oki Halim,2023-06-08,Regular
USR-00836,Lina Saputro,2024-05-16,Regular
USR-00837,Hadi Hidayat,2020-12-22,Regular
USR-00838,Lina Permata,2019-03-28,Regular
USR-00839,Eko Halim,2021-02-08,Regular
USR-00840,Jaya Suwandi,2023-07-07,Regular
USR-00841,Zahra Permata,2019-02-18,Regular
USR-00842,Surya Wijaya,2019-02-25,Regular
USR-00843,Ratna Putra,2019-12-09,Regular
USR-00844,Galih Kurniawan,,VIP
USR-00845,Fitri Nugroho,2022-10-18,VIP
USR-00846,Ulfa Rahayu,2023-12-25,VIP
USR-00847,Vera Wibowo,2021-09-25,Regular
USR-00848,Citra Pratama,2020-05-19,Regular
USR-00849,Bambang Suwandi,2020-02-25,Regular
USR-00850,Oki Halim,,Regular
USR-00851,Oki Permata,2022-12-18,Regular
USR-00852,Hendra Saputra,2020-04-05,Regular
USR-00853,Pandu Rahayu,2022-02-28,Regular
USR-00854,Oscar Suwandi,2019-12-14,VIP
USR-00855,Lina Halim,2024-12-12,Regular
USR-00856,Tono Sugiarto,2022-05-20,Regular
USR-00857,Tari Sugiarto,2022-01-15,VIP
USR-00858,Joko Suwandi,2019-11-09,Regular
USR-00859,Gunawan Kusuma,2023-05-19,Regular
USR-00860,Sari Suwandi,2023-10-17,VIP
USR-00861,Zahra Sugiarto,2020-06-06,Regular
USR-00862,Bambang Putra,2023-10-03,Regular
USR-00863,Surya Saputra,2022-09-27,Regular
USR-00864,Hadi Kurniawan,2024-07-29,Regular
USR-00865,Niko Halim,2021-07-31,Regular
USR-00866,Putri Sugiarto,2021-06-17,Regular
USR-00867,Budi Sugiarto,,VIP
USR-00868,Dewi Sugiarto,2020-07-01,VIP
USR-00869,Joko Kurniawan,2020-07-24,Regular
USR-00870,Oki Wijaya,2023-09-21,Regular
USR-00871,Wendi Suwandi,2020-04-25,VIP
USR-00872,Cahaya Sugiarto,2019-04-18,Regular
USR-00873,Eko Gunawan,2020-03-10,Regular
USR-00874,Yogi Suwandi,2020-10-09,Regular
USR-00875,Bambang Suwandi,2019-11-12,Regular
USR-00876,Zulfa Wahyudi,2024-04-08,Regular
USR-00877,Yanti Rahayu,2022-05-11,Regular
USR-00878,Joko Wijaya,2019-02-24,Regular
USR-00879,Lina Wahyudi,2019-05-12,Regular
USR-00880,Usman Saputro,2023-06-12,VIP
USR-00881,Irfan Handoko,2021-11-22,VIP
USR-00882,Sari Kusuma,2023-10-02,VIP
USR-00883,Agus Putra,2020-05-27,Regular
USR-00884,Zulfa Kurniawan,2023-05-26,Regular
USR-00885,Fauzi Gunawan,2019-11-13,VIP
USR-00886,Kartika Wijaya,2023-07-18,VIP
USR-00887,Galih Pratama,2023-10-04,Regular
USR-00888,Tono Hidayat,2022-10-06,Regular
USR-00889,Andi Handoko,2019-09-25,Regular
USR-00890,Citra Saputra,2021-04-06,Regular
USR-00891,Gunawan Wijaya,2019-07-03,Regular
USR-00892,Andi Sugiarto,2020-01-17,VIP
USR-00893,Vika Permata,2023-06-19,Regular
USR-00894,Galih Rahayu,2020-06-14,Regular
USR-00895,Joko Santoso,2024-08-24,Regular
USR-00896,Citra Handoko,2023-04-15,Regular
USR-00897,Ratna Kusuma,2024-03-11,Regular
USR-00898,Usman Suwandi,2021-08-06,VIP
USR-00899,Irfan Wahyudi,2020-10-21,VIP
USR-00900,Wahyu Saputro,2024-11-13,VIP
USR-00901,Pandu Halim,2022-10-20,Regular
USR-00902,Pandu Putra,2023-05-07,Regular
USR-00903,Hadi Pratama,2020-09-16,Regular
USR-00904,Ulfa Kurniawan,2020-08-07,Regular
USR-00905,Fauzi Rahayu,2019-12-24,Regular
USR-00906,Sari Setiawan,2022-04-25,Regular
USR-00907,Wendi Saputro,2020-01-01,Regular
USR-00908,Aditya Saputro,2024-04-22,VIP
USR-00909,Mulia Gunawan,2020-07-29,VIP
USR-00910,Pandu Suwandi,2022-03-20,Regular
USR-00911,Vika Sugiarto,2024-09-30,VIP
USR-00912,Reza Wijaya,2023-08-20,Regular
USR-00913,Putri Kurniawan,2019-08-22,Regular
USR-00914,Tono Permata,,VIP
USR-00915,Oki Permata,2023-06-24,VIP
USR-00916,Fauzi Kurniawan,2020-01-18,Regular
USR-00917,Lina Pratama,2024-03-19,Regular
USR-00918,Made Permata,2023-06-14,Regular
USR-00919,Oscar Gunawan,2022-07-23,Regular
USR-00920,Fauzi Wijaya,2024-05-04,Regular
USR-00921,Nanda Rahayu,2024-04-08,Regular
USR-00922,Yogi Halim,2023-04-07,Regular
USR-00923,Budi Halim,2021-05-24,Regular
USR-00924,Eko Wibowo,2020-12-22,Regular
USR-00925,Dian Halim,2022-05-06,VIP
USR-00926,Dewi Kusuma,2021-11-28,Regular
USR-00927,Aditya Handoko,2023-10-22,Regular
USR-00928,Gunawan Gunawan,2022-12-01,VIP
USR-00929,Cahaya Sugiarto,2020-10-20,VIP
USR-00930,Lestari Putra,2023-05-13,VIP
USR-00931,Yanti Rahayu,2020-08-15,Regular
USR-00932,Joko Gunawan,,VIP
USR-00933,Usman Halim,2020-04-10,Regular
USR-00934,Indah Saputro,2019-01-16,VIP
USR-00935,Zulfa Nugroho,2020-02-04,Regular
USR-00936,Nanda Sugiarto,2020-11-11,Regular
USR-00937,Mulia Santoso,2021-02-21,VIP
USR-00938,Ulfa Wahyudi,2023-01-30,Regular
USR-00939,Surya Saputro,2020-05-25,Regular
USR-00940,Krisna Halim,2022-12-11,Regular
USR-00941,Lina Saputro,2022-10-07,Regular
USR-00942,Kartika Kurniawan,2020-12-25,Regular
USR-00943,Vera Halim,2022-03-13,VIP
USR-00944,Galih Kusuma,2020-02-11,VIP
USR-00945,Zulfa Putra,2023-08-12,Regular
USR-00946,Irfan Setiawan,2020-02-13,Regular
USR-00947,Nanda Saputra,2022-04-02,VIP
USR-00948,Gunawan Pratama,2023-04-10,Regular
USR-00949,Surya Permata,2024-03-15,Regular
USR-00950,Oki Wahyudi,,Regular
USR-00951,Bambang Saputra,2021-12-19,Regular
USR-00952,Citra Santoso,,VIP
USR-00953,Jaya Putra,2023-03-14,VIP
USR-00954,Cahaya Saputra,2020-11-29,VIP
USR-00955,Surya Permata,2023-05-23,Regular
USR-00956,Ratna Permata,2023-10-24,Regular
USR-00957,Vika Wahyudi,2020-12-12,Regular
USR-00958,Indah Wahyudi,2021-08-04,Regular
USR-00959,Ratna Wibowo,2023-05-25,VIP
USR-00960,Nanda Kusuma,2020-10-13,VIP
USR-00961,Niko Suwandi,2023-11-27,Regular
USR-00962,Budi Suwandi,2019-11-19,Regular
USR-00963,Surya Saputra,2023-01-06,Regular
USR-00964,Zahra Wibowo,2021-10-01,Regular
USR-00965,Joko Santoso,2022-01-31,Regular
USR-00966,Oscar Pratama,2020-02-28,Regular
USR-00967,Lina Kusuma,2022-03-02,Regular
USR-00968,Nanda Permata,2023-01-20,VIP
USR-00969,Hadi Kusuma,2019-03-31,Regular
USR-00970,Vika Saputro,2023-09-16,Regular
USR-00971,Lina Setiawan,2021-01-06,Regular
USR-00972,Wahyu Sugiarto,2019-05-09,Regular
USR-00973,Zulfa Wibowo,2019-01-21,Regular
USR-00974,Krisna Santoso,2021-02-28,Regular
USR-00975,Yogi Pratama,2020-09-16,Regular
USR-00976,Oki Kusuma,2019-05-01,Regular
USR-00977,Gunawan Nugroho,2020-06-02,Regular
USR-00978,Surya Handoko,2022-11-28,Regular
USR-00979,Agus Nugroho,2024-07-23,Regular
USR-00980,Wendi Wibowo,2021-03-21,Regular
USR-00981,Niko Handoko,2020-02-26,Regular
USR-00982,Hadi Halim,2021-04-23,VIP
USR-00983,Sari Rahayu,2023-10-02,Regular
USR-00984,Mulia Sugiarto,2023-04-18,Regular
USR-00985,Citra Wahyudi,2019-09-21,Regular
USR-00986,Surya Wahyudi,2023-08-06,Regular
USR-00987,Vika Halim,2019-05-03,Regular
USR-00988,Nanda Sugiarto,2023-01-05,Regular
USR-00989,Vika Santoso,2022-07-11,Regular
USR-00990,Vika Saputra,2021-05-25,Regular
USR-00991,Nanda Wahyudi,2023-04-29,Regular
USR-00992,Tari Kusuma,2022-02-12,Regular
USR-00993,Cahaya Rahayu,2023-09-24,Regular
USR-00994,Hadi Gunawan,2021-03-22,Regular
USR-00995,Hendra Saputro,2022-01-29,Regular
USR-00996,Putri Setiawan,2022-08-31,Regular
USR-00997,Mulia Santoso,2019-03-15,Regular
USR-00998,Agus Wijaya,2022-03-10,Regular
USR-00999,Surya Santoso,2024-11-30,Regular
USR-01000,Bambang Handoko,2020-01-25,VIP
USR-01001,Lestari Rahayu,2022-11-17,Regular
USR-01002,Vera Saputro,2019-07-12,Regular
USR-01003,Pandu Pratama,2020-05-12,VIP
USR-01004,Indah Pratama,2019-07-15,VIP
USR-01005,Fitri Nugroho,2023-11-20,Regular
USR-01006,Krisna Santoso,2023-02-19,VIP
USR-01007,Citra Pratama,2019-08-04,Regular
USR-01008,Wahyu Putra,2022-05-31,Regular
USR-01009,Kartika Suwandi,2023-04-04,Regular
USR-01010,Joko Setiawan,2020-05-06,Regular
USR-01011,Tari Pratama,2023-08-20,Regular
USR-01012,Tari Gunawan,2021-09-12,Regular
USR-01013,Gunawan Saputra,2022-08-11,Regular
USR-01014,Xena Kurniawan,2022-04-28,Regular
USR-01015,Zulfa Nugroho,2021-09-19,Regular
USR-01016,Dewi Nugroho,2019-11-04,VIP
USR-01017,Zahra Nugroho,,Regular
USR-01018,Niko Wahyudi,2022-10-26,Regular
USR-01019,Ulfa Saputro,2022-07-07,Regular
USR-01020,Indah Saputra,2024-08-28,Regular
USR-01021,Pandu Wahyudi,2023-04-29,VIP
USR-01022,Sari Halim,2023-06-28,Regular
USR-01023,Mulia Pratama,2022-06-12,VIP
USR-01024,Putri Santoso,2020-03-14,Regular
USR-01025,Gunawan Wahyudi,2021-02-05,Regular
USR-01026,Lestari Kusuma,2021-12-23,Regular
USR-01027,Irfan Halim,2021-05-18,Regular
USR-01028,Yogi Pratama,2019-08-06,Regular
USR-01029,Cahaya Nugroho,2023-04-16,Regular
USR-01030,Sari Wahyudi,2023-07-08,Regular
USR-01031,Usman Wijaya,2024-10-25,Regular
USR-01032,Dewi Wijaya,2020-03-30,Regular
USR-01033,Galih Wibowo,2021-09-04,Regular
USR-01034,Galih Saputra,2023-07-16,Regular
USR-01035,Kartika Nugroho,2022-01-03,Regular
USR-01036,Tono Santoso,2022-03-25,Regular
USR-01037,Pandu Gunawan,2024-08-23,VIP
USR-01038,Usman Kusuma,2021-09-04,Regular
USR-01039,Joko Santoso,2022-09-22,VIP
USR-01040,Lina Wibowo,2023-10-19,Regular
USR-01041,Andi Putra,2020-11-30,Regular
USR-01042,Hadi Saputra,2024-04-24,Regular
USR-01043,Mulia Handoko,2019-07-05,VIP
USR-01044,Aditya Suwandi,2024-11-21,Regular
USR-01045,Zulfa Rahayu,2020-02-14,Regular
USR-01046,Reza Gunawan,2022-12-07,VIP
USR-01047,Xena Handoko,2024-02-23,Regular
USR-01048,Oscar Gunawan,2024-10-22,Regular
USR-01049,Budi Suwandi,2024-10-28,Regular
USR-01050,Joko Sugiarto,2021-06-21,Regular
USR-01051,Vera Halim,2021-09-27,Regular
USR-01052,Zahra Pratama,2020-01-01,Regular
USR-01053,Jaya Hidayat,2024-01-15,VIP
USR-01054,Agus Setiawan,2022-11-29,VIP
USR-01055,Citra Setiawan,2022-02-05,Regular
USR-01056,Hendra Halim,2022-11-07,VIP
USR-01057,Andi Gunawan,2022-11-22,Regular
USR-01058,Joko Wahyudi,2020-08-25,Regular
USR-01059,Tono Kusuma,2020-10-28,Regular
USR-01060,Nanda Handoko,2019-03-05,Regular
USR-01061,Ulfa Santoso,2020-05-20,Regular
USR-01062,Indah Sugiarto,2019-01-03,Regular
USR-01063,Lestari Suwandi,2024-08-18,Regular
USR-01064,Yanti Nugroho,2022-01-13,Regular
USR-01065,Citra Gunawan,2019-11-27,Regular
USR-01066,Ratna Permata,2021-10-15,VIP
USR-01067,Ulfa Putra,2020-02-06,VIP
USR-01068,Vika Setiawan,2023-11-21,Regular
